timestamp,anomaly_score,executed_level,load1_norm,load5_norm,load15_norm,mem_free_ratio,mem_available_ratio,mem_total_ratio,mem_cache_ratio,mem_buffered_ratio,swap_total_ratio,swap_free_ratio,fork_rate,intr_rate
2026-04-24 12:35:39,-0.7532,1,0.001644,0.0,0.0,0.969156,0.969156,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2026-04-24 12:35:42,-0.7532,2,0.001432,0.0,0.0,0.969126,0.969126,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2026-04-24 12:36:14,-0.7507,3,0.002278,0.0,0.0,0.969096,0.969096,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2026-04-24 12:37:56,-0.7625,4,0.002143,0.0,0.0,0.969124,0.969124,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2026-04-24 12:37:59,-0.7666,5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
